chr1_565160_565494	chr1_565106_565543
chr10_28591200_28592631	chr10_28591421_28592453
chr10_28621997_28624555	chr10_28622225_28624505
chr10_28656757_28657588	chr10_28656926_28657540
chr10_28670644_28671225	chr10_28670708_28671200
chr10_28689059_28690055	chr10_28689627_28690029
chr10_28691456_28692055	chr10_28691551_28691994
chr10_28700687_28701051	chr10_28700778_28700937
chr10_28721080_28721498	chr10_28721120_28721437
chr10_28820876_28823226	chr10_28820876_28823202
chr10_28917050_28917474	chr10_28917033_28917474
chr10_28952731_28953159	chr10_28952736_28953156
chr10_28957583_28958010	chr10_28957567_28958016
chr10_28965749_28967267	chr10_28965776_28967404
chr10_29593698_29593832	chr10_29593705_29593806
chr10_29697880_29699087	chr10_29698297_29699005
chr10_29737903_29738339	chr10_29737954_29738312
chr10_29919469_29919870	chr10_29919527_29919832
chr10_29922145_29922571	chr10_29922250_29922524
chr10_29924580_29925586	chr10_29925213_29925487
chr10_29946559_29947028	chr10_29946629_29946982
chr10_29947754_29948566	chr10_29947771_29948517
chr10_29970431_29971406	chr10_29970509_29971199
chr10_30023792_30026156	chr10_30024082_30026084
chr10_30287203_30287669	chr10_30287207_30287650
chr10_30315776_30317161	chr10_30315830_30316874
chr10_30440988_30441266	chr10_30441089_30441091
chr10_30574045_30574477	chr10_30573775_30574692
chr10_30637619_30638524	chr10_30637696_30638514
chr10_30648507_30649049	chr10_30648516_30649167
chr10_30681348_30681873	chr10_30681361_30681868
chr10_30702914_30703348	chr10_30702920_30703359
chr10_30704580_30704847	chr10_30704419_30705008
chr10_30707619_30708050	chr10_30707648_30707975
chr10_30711289_30711306	chr10_30710957_30711699
chr10_30712332_30712733	chr10_30712266_30712786
chr10_30721962_30724269	chr10_30721825_30724377
chr10_30725837_30726821	chr10_30725242_30726700
chr10_30744705_30745579	chr10_30744705_30745567
chr10_30748175_30748688	chr10_30748271_30748645
chr10_30756910_30757273	chr10_30756874_30757301
chr10_30777170_30777678	chr10_30777106_30777720
chr10_30782335_30783605	chr10_30782348_30783569
chr10_30786804_30786882	chr10_30786760_30786961
chr10_30791109_30791929	chr10_30791081_30792049
chr10_30794392_30794873	chr10_30793813_30794914
chr10_30811668_30812061	chr10_30811681_30812049
chr10_30814527_30815024	chr10_30814585_30814960
chr10_30818105_30819218	chr10_30818074_30819210
chr10_30821175_30821455	chr10_30821070_30821580
chr10_30823416_30823888	chr10_30823419_30823887
chr10_30831403_30831748	chr10_30831522_30831608
chr10_30872631_30873024	chr10_30872822_30872908
chr10_30876339_30876804	chr10_30876330_30876955
chr10_30880114_30880551	chr10_30880145_30880525
chr10_30888856_30889330	chr10_30888865_30889324
chr10_30959928_30960305	chr10_30959996_30960284
chr10_30984813_30985171	chr10_30984882_30985032
chr10_30990166_30991177	chr10_30990228_30991144
chr10_30993533_30995005	chr10_30993568_30994929
chr10_31015674_31016137	chr10_31015712_31016084
chr10_31072695_31074519	chr10_31072745_31073402
chr10_31072695_31074519	chr10_31074116_31074375
chr10_31106875_31107263	chr10_31106788_31107189
chr10_31288184_31288693	chr10_31288274_31288609
chr10_31320190_31321803	chr10_31320294_31321766
chr10_31422497_31423548	chr10_31422601_31423189
chr10_31607032_31611019	chr10_31607018_31610743
chr10_31870852_31872050	chr10_31870919_31871206
chr10_31892117_31892858	chr10_31892230_31892814
chr10_31991000_31991288	chr10_31990972_31991306
chr10_31995926_31997005	chr10_31996145_31996998
chr10_32040205_32040736	chr10_32040230_32040629
chr10_32043054_32043402	chr10_32043050_32043402
chr10_32048107_32049826	chr10_32048108_32049777
chr10_32059207_32059630	chr10_32059207_32059646
chr10_32097539_32097756	chr10_32097580_32097711
chr10_32151413_32151567	chr10_32151334_32151593
chr10_32216518_32219721	chr10_32216528_32219720
chr10_32266233_32267114	chr10_32266267_32266794
chr10_32293968_32294321	chr10_32293886_32294323
chr10_32344318_32345838	chr10_32344325_32345710
chr10_32479789_32480181	chr10_32479780_32480121
chr10_32496398_32496767	chr10_32496433_32496602
chr10_32545537_32546001	chr10_32545555_32546031
chr10_32606747_32607958	chr10_32606675_32607869
chr10_32621045_32621761	chr10_32621024_32621739
chr10_32634812_32636780	chr10_32634899_32636739
chr10_32656731_32657147	chr10_32656776_32657104
chr10_32666306_32668807	chr10_32666454_32666921
chr10_32666306_32668807	chr10_32667455_32668582
chr10_32734500_32735703	chr10_32734545_32735583
chr10_32748160_32748732	chr10_32748266_32748561
chr10_32939140_32939541	chr10_32939302_32939494
chr10_33246161_33248285	chr10_33246232_33247765
chr10_33250420_33251175	chr10_33250542_33251021
chr10_33269198_33271222	chr10_33269274_33271114
chr10_33272113_33272550	chr10_33272118_33272550
chr10_33294129_33294972	chr10_33294130_33294931
chr10_33297605_33298074	chr10_33297666_33298069
chr10_33298939_33299596	chr10_33299006_33299551
chr10_33339199_33339615	chr10_33339279_33339612
chr10_33398514_33399269	chr10_33398645_33399216
chr10_33403250_33403917	chr10_33403294_33403920
chr10_33404709_33405498	chr10_33405097_33405217
chr10_33406482_33407513	chr10_33406546_33407394
chr10_33415027_33416091	chr10_33415148_33416120
chr10_33421487_33422042	chr10_33421415_33421978
chr10_33422917_33423717	chr10_33422922_33423626
chr10_33425277_33425493	chr10_33425235_33425574
chr10_33427721_33428953	chr10_33427861_33428739
chr10_33432371_33432602	chr10_33432492_33432511
chr10_33444664_33445158	chr10_33444707_33445142
chr10_33482223_33482688	chr10_33482278_33482636
chr10_33537484_33537972	chr10_33537519_33537944
chr10_33619434_33619776	chr10_33619418_33619755
chr10_33622651_33624408	chr10_33623997_33624344
chr10_33654706_33655173	chr10_33654813_33655107
chr10_33950649_33951309	chr10_33950853_33951015
chr10_34926394_34926838	chr10_34926422_34926810
chr10_34927366_34927736	chr10_34927417_34927537
chr10_35378470_35379922	chr10_35378530_35379839
chr10_35409352_35409628	chr10_35409305_35409573
chr10_35415174_35417564	chr10_35415201_35417414
chr10_35420710_35421464	chr10_35420723_35421468
chr10_35425098_35425705	chr10_35424842_35425842
chr10_35438128_35438948	chr10_35438080_35438972
chr10_35473597_35473738	chr10_35473356_35473988
chr10_35483794_35485417	chr10_35483761_35485416
chr10_35505464_35505815	chr10_35505442_35505731
chr10_35507328_35507804	chr10_35507322_35507786
chr10_35589003_35589471	chr10_35589026_35589466
chr10_35624712_35626573	chr10_35624743_35626573
chr10_35630442_35630879	chr10_35630395_35630869
chr10_35661364_35661668	chr10_35661475_35661552
chr10_35668018_35668682	chr10_35667477_35668750
chr10_35740026_35740719	chr10_35740190_35740734
chr10_35924425_35924812	chr10_35924489_35924777
chr10_35929440_35933041	chr10_35931100_35931518
chr10_38145752_38147365	chr10_38145778_38147309
chr10_38154979_38155132	chr10_38154793_38155236
chr10_38264395_38266145	chr10_38264900_38266069
chr10_38299014_38300383	chr10_38299061_38300311
chr10_38327343_38327656	chr10_38327276_38327669
chr10_38382706_38384012	chr10_38382890_38383955
chr10_38644839_38645506	chr10_38644855_38645523
chr10_38691194_38692547	chr10_38691237_38692484
chr10_38776294_38776723	chr10_38776297_38776695
chr10_38804106_38804534	chr10_38804105_38804531
chr10_38805774_38806603	chr10_38806145_38806614
chr10_38815611_38818879	chr10_38815608_38818879
chr10_38871939_38872376	chr10_38871928_38872378
chr10_39077043_39077197	chr10_39077004_39077180
chr10_39077923_39078324	chr10_39077768_39078124
chr10_39078850_39079698	chr10_39078677_39079658
chr10_39080566_39082575	chr10_39080680_39082349
chr10_39083162_39083709	chr10_39083169_39083725
chr10_39084736_39084934	chr10_39084682_39086951
chr10_39085673_39086559	chr10_39084682_39086951
chr10_39087384_39088648	chr10_39087483_39088730
chr10_39093294_39094565	chr10_39093282_39094763
chr10_39098179_39098710	chr10_39098382_39098466
chr10_39101775_39101873	chr10_39101139_39101833
chr10_39105335_39116698	chr10_39105322_39110455
chr10_39105335_39116698	chr10_39111090_39111173
chr10_39105335_39116698	chr10_39112070_39112473
chr10_39105335_39116698	chr10_39113660_39114380
chr10_39105335_39116698	chr10_39116391_39116458
chr10_39117429_39121827	chr10_39121221_39121802
chr10_39123063_39126132	chr10_39123364_39123975
chr10_39123063_39126132	chr10_39124487_39124713
chr10_39123063_39126132	chr10_39125296_39125879
chr10_39127152_39134630	chr10_39128650_39129228
chr10_39127152_39134630	chr10_39132789_39133763
chr10_39135185_39154849	chr10_39135405_39140464
chr10_39135185_39154849	chr10_39140993_39141394
chr10_39135185_39154849	chr10_39142456_39142652
chr10_39135185_39154849	chr10_39146467_39147219
chr10_39135185_39154849	chr10_39148920_39150035
chr10_39135185_39154849	chr10_39150645_39151461
chr10_39135185_39154849	chr10_39152505_39153565
chr10_39135185_39154849	chr10_39154442_39154869
chr10_42354950_42363242	chr10_42354985_42366004
chr10_42364179_42365945	chr10_42354985_42366004
chr10_42368756_42370781	chr10_42368810_42370815
chr10_42373775_42403300	chr10_42374025_42400989
chr10_42373775_42403300	chr10_42401615_42403315
chr10_42404181_42405156	chr10_42404178_42404828
chr10_42406371_42408534	chr10_42406375_42408543
chr10_42409087_42409558	chr10_42409141_42409453
chr10_42527059_42528415	chr10_42527069_42528330
chr10_42529023_42533692	chr10_42529034_42533704
chr10_42534366_42535417	chr10_42534356_42535416
chr10_42537557_42538143	chr10_42537553_42538143
chr10_42538993_42539936	chr10_42538879_42539948
chr10_42596605_42600662	chr10_42596613_42600646
chr10_42661296_42661657	chr10_42661346_42661580
chr10_42797109_42797485	chr10_42797091_42797492
chr10_42799622_42799724	chr10_42799418_42799668
chr10_42807140_42808086	chr10_42806868_42807176
chr10_42807140_42808086	chr10_42807680_42808085
chr10_42817115_42818344	chr10_42817129_42818381
chr10_42863134_42863730	chr10_42863021_42863777
chr10_43047439_43048860	chr10_43047472_43048856
chr10_43133246_43134541	chr10_43133269_43134504
chr10_43277612_43278737	chr10_43277674_43278683
chr10_43362039_43362489	chr10_43362034_43362455
chr10_43428112_43429890	chr10_43429132_43429546
chr10_43600277_43601533	chr10_43600300_43601408
chr10_43616102_43617082	chr10_43616248_43616778
chr10_43624657_43625183	chr10_43624789_43625059
chr10_43633087_43634755	chr10_43633164_43634701
chr10_43635822_43636389	chr10_43635872_43636318
chr10_43656123_43656372	chr10_43656079_43656396
chr10_43697301_43698554	chr10_43697358_43698563
chr10_43699163_43699622	chr10_43699208_43699612
chr10_43700302_43701031	chr10_43700301_43701046
chr10_43724043_43725582	chr10_43724020_43725489
chr10_43726476_43727461	chr10_43726138_43727441
chr10_43749799_43750234	chr10_43749659_43750315
chr10_43751136_43751738	chr10_43750838_43752013
chr10_43761336_43761748	chr10_43761367_43761660
chr10_43782668_43783211	chr10_43782652_43783152
chr10_43788606_43789101	chr10_43788625_43789043
chr10_43794996_43795463	chr10_43795062_43795397
chr10_43818064_43818710	chr10_43818180_43818652
chr10_43827484_43828059	chr10_43827605_43827977
chr10_43843823_43844363	chr10_43843835_43844354
chr10_43857064_43858383	chr10_43857214_43858342
chr10_43886127_43886533	chr10_43886157_43886531
chr10_43891176_43893200	chr10_43891211_43893166
chr10_43900018_43900553	chr10_43900083_43900539
chr10_43902453_43905695	chr10_43902537_43905636
chr10_43913097_43914016	chr10_43913101_43913980
chr10_43915497_43916734	chr10_43915549_43916745
chr10_43922634_43923016	chr10_43922613_43923251
chr10_43931658_43933093	chr10_43931724_43932998
chr10_43947245_43948102	chr10_43947237_43948155
chr10_43950372_43951891	chr10_43950319_43951766
chr10_43957316_43957692	chr10_43957343_43957687
chr10_44069567_44070351	chr10_44069644_44070329
chr10_44090421_44091788	chr10_44090390_44091729
chr10_44101602_44102440	chr10_44101633_44102295
chr10_44143649_44144990	chr10_44143657_44144806
chr10_44167046_44167511	chr10_44167085_44167481
chr10_44184968_44186138	chr10_44185023_44185968
chr10_44277405_44277853	chr10_44277452_44277799
chr10_44311670_44312363	chr10_44311746_44312179
chr10_44805813_44806986	chr10_44805801_44806959
chr10_44811919_44812162	chr10_44811985_44812226
chr10_45220865_45221253	chr10_45220914_45221025
chr10_45353146_45353600	chr10_45353164_45353583
chr10_45359501_45360717	chr10_45360027_45360682
chr10_45374066_45374926	chr10_45374170_45374307
chr10_45428079_45428748	chr10_45428074_45428728
chr10_45444262_45444370	chr10_45444234_45444352
chr10_45454453_45455642	chr10_45454486_45455599
chr10_45458831_45459203	chr10_45458704_45459806
chr10_45463085_45464650	chr10_45463297_45464689
chr10_45469535_45470823	chr10_45470054_45470815
chr10_45495800_45497398	chr10_45495990_45497306
chr10_45503956_45504480	chr10_45503989_45504458
chr10_45730684_45731038	chr10_45730677_45731026
chr10_45745578_45746284	chr10_45745538_45746190
chr10_45748699_45749022	chr10_45748657_45749100
chr10_45868647_45870051	chr10_45868541_45870356
chr10_45871234_45872115	chr10_45871187_45872115
chr10_45874795_45876611	chr10_45875672_45875943
chr10_45899506_45900047	chr10_45899638_45900027
chr10_45914041_45917070	chr10_45914081_45915271
chr10_45914041_45917070	chr10_45915780_45917029
chr10_45955977_45956039	chr10_45955913_45956909
chr10_45957830_45958232	chr10_45957818_45958249
chr10_45960374_45960866	chr10_45960360_45960861
chr10_45965601_45966340	chr10_45965658_45966002
chr10_46052933_46053345	chr10_46052942_46053346
chr10_46075850_46076996	chr10_46075926_46076968
chr10_46089556_46090701	chr10_46089535_46090701
chr10_46167468_46168747	chr10_46167471_46168679
chr10_46222312_46223096	chr10_46222373_46222945
chr10_46528334_46528500	chr10_46528375_46528424
chr10_46951184_46952033	chr10_46951217_46951804
chr10_46962267_46963034	chr10_46962485_46962924
chr10_46965038_46968737	chr10_46965727_46965753
chr10_46965038_46968737	chr10_46966803_46967204
chr10_46969916_46971932	chr10_46969974_46969992
chr10_46969916_46971932	chr10_46971646_46971897
chr10_46972854_46977582	chr10_46973556_46973659
chr10_46972854_46977582	chr10_46975481_46977509
chr10_46978083_46978939	chr10_46978267_46978342
chr10_46981685_46982662	chr10_46982018_46982099
chr10_46983301_46985564	chr10_46983388_46984080
chr10_46987494_46988915	chr10_46988007_46988558
chr10_46992687_46994272	chr10_46993473_46994027
chr10_46994895_47007608	chr10_46995835_46997387
chr10_46994895_47007608	chr10_46997900_46999705
chr10_46994895_47007608	chr10_47000276_47001202
chr10_46994895_47007608	chr10_47001886_47002909
chr10_46994895_47007608	chr10_47003506_47005076
chr10_46994895_47007608	chr10_47006278_47006282
chr10_47011918_47013055	chr10_47012549_47012604
chr10_47020538_47025444	chr10_47020734_47023018
chr10_47020538_47025444	chr10_47024056_47025314
chr10_47030447_47032269	chr10_47030966_47031299
chr10_47034436_47037501	chr10_47035847_47036142
chr10_47041020_47042582	chr10_47041778_47042620
chr10_47043692_47046966	chr10_47044110_47044669
chr10_47043692_47046966	chr10_47046559_47046606
chr10_47048881_47051593	chr10_47048914_47049053
chr10_47048881_47051593	chr10_47050220_47050608
chr10_47054797_47061338	chr10_47054937_47055138
chr10_47054797_47061338	chr10_47056221_47056983
chr10_47054797_47061338	chr10_47057864_47058825
chr10_47054797_47061338	chr10_47059642_47061407
chr10_47077073_47078060	chr10_47077073_47077474
chr10_47078789_47079282	chr10_47078880_47079159
chr10_47079997_47082737	chr10_47080045_47082651
chr10_47085725_47088222	chr10_47085982_47088166
chr10_47088832_47090740	chr10_47088914_47089719
chr10_47092298_47095786	chr10_47093495_47093515
chr10_47092298_47095786	chr10_47094913_47095323
chr10_47096546_47100123	chr10_47096727_47096953
chr10_47103718_47105334	chr10_47103656_47103934
chr10_47106724_47110847	chr10_47107474_47109296
chr10_47106724_47110847	chr10_47110303_47110634
chr10_47121411_47122547	chr10_47121632_47122594
chr10_47124017_47131842	chr10_47124535_47125065
chr10_47124017_47131842	chr10_47125872_47126434
chr10_47124017_47131842	chr10_47127798_47128206
chr10_47124017_47131842	chr10_47129151_47129696
chr10_47134203_47138899	chr10_47134183_47134581
chr10_47134203_47138899	chr10_47135299_47135479
chr10_47134203_47138899	chr10_47138516_47138519
chr10_47599714_47600218	chr10_47599730_47600213
chr10_47637412_47637977	chr10_47637355_47638360
chr10_47639430_47641364	chr10_47639391_47641581
chr10_47653830_47654640	chr10_47654045_47654574
chr10_47655556_47656547	chr10_47655571_47656496
chr10_47670181_47671544	chr10_47670239_47671546
chr10_48354349_48355310	chr10_48354530_48355280
chr10_48398418_48398843	chr10_48398698_48398737
chr10_48426808_48427918	chr10_48426831_48427276
chr10_48477776_48478300	chr10_48477918_48478245
chr10_48481158_48482633	chr10_48481309_48481635
chr10_48481158_48482633	chr10_48482376_48482537
chr10_48483844_48484413	chr10_48484024_48484223
chr10_48572873_48573958	chr10_48573058_48573698
chr10_49497679_49498104	chr10_49497650_49498086
chr10_49514172_49515540	chr10_49514197_49515533
chr10_49664451_49664897	chr10_49664446_49664874
chr10_49688950_49689256	chr10_49688876_49689186
chr10_49713852_49714312	chr10_49713929_49714221
chr10_49719880_49720360	chr10_49719996_49720242
chr10_49726055_49726316	chr10_49725853_49726326
chr10_49759855_49760456	chr10_49759864_49760479
chr10_49782302_49782765	chr10_49782224_49782985
chr10_49785086_49785792	chr10_49785091_49785688
chr10_49812805_49813401	chr10_49812993_49813363
chr10_49814874_49815426	chr10_49815001_49815213
chr10_49816149_49816607	chr10_49816157_49816593
chr10_49833833_49834134	chr10_49833822_49834175
chr10_49842089_49842914	chr10_49842116_49842868
chr10_49863830_49864945	chr10_49863958_49865062
chr10_49866315_49866714	chr10_49866315_49866706
chr10_49875906_49876725	chr10_49875695_49876753
chr10_49879171_49880914	chr10_49879089_49881295
chr10_49886091_49886512	chr10_49886010_49886556
chr10_49891826_49893781	chr10_49891760_49893867
chr10_50007761_50008782	chr10_50008348_50008791
